Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
542921,ICICI Prudential Mutual Fund,ICICIM150,ICICI Prudential Nifty Midcap 150 ETF,Active,B ,10.00,INF109KC1G82, ,Equity,-,-,-,-,
542922,Mirae Asset Mutual Fund,NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),Active,B ,275.00,INF769K01FN2, ,Equity,-,-,-,-,
542924,Janus Corporation Limited,JANUSCORP,Janus Corporation Ltd,Active,M ,10.00,INE04OV01018,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
542931,Vardhan Capital & Finance Limited,VARDHANCFL,Vardhan Capital & Finance Ltd,Active,XT,10.00,INE128G01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
542932,Birla Tyres Limited,BIRLATYRES,Birla Tyres Ltd,Active,T ,10.00,INE0AEJ01013,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
542933,UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVPHOTO,Universus Photo Imagings Ltd,Active,B ,10.00,INE03V001013,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,
542934,Chandra Bhagat Pharma Limited,CBPL,Chandra Bhagat Pharma Ltd,Active,M ,10.00,INE07QQ01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
542935,ICL Organic Dairy Products Limited,ICLORGANIC,ICL Organic Dairy Products Ltd,Active,M ,10.00,INE0AU701018,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
542938,Octavius Plantations Limited,OCTAVIUSPL,Octavius Plantations Ltd,Active,X ,10.00,INE117S01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,
543064,SUVEN PHARMACEUTICALS LIMITED,SUVENPHAR,Suven Pharmaceuticals Ltd,Active,A ,1.00,INE03QK01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
543065,SM Auto Stamping Limited,SMAUTO,SM Auto Stamping Ltd,Active,M ,10.00,INE0C4I01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
543066,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD,SBI Cards and Payment Services Ltd,Active,A ,10.00,INE018E01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
543144,Nippon India Mutual Fund,08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB11T5, ,Equity,-,-,-,-,
543145,Nippon India Mutual Fund,08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB12S5, ,Equity,-,-,-,-,
543146,Nippon India Mutual Fund,08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB12T3, ,Equity,-,-,-,-,
543147,Nippon India Mutual Fund,08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB13S3, ,Equity,-,-,-,-,
543148,Nippon India Mutual Fund,08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB14S1, ,Equity,-,-,-,-,
543149,Nippon India Mutual Fund,08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB15S8, ,Equity,-,-,-,-,
543150,Nippon India Mutual Fund,08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB16S6, ,Equity,-,-,-,-,
543151,Nippon India Mutual Fund,08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB17R6, ,Equity,-,-,-,-,
543152,Nippon India Mutual Fund,08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB17S4, ,Equity,-,-,-,-,
543153,Nippon India Mutual Fund,08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB18R4, ,Equity,-,-,-,-,
543154,Nippon India Mutual Fund,08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB18S2, ,Equity,-,-,-,-,
543155,Nippon India Mutual Fund,08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB19R2, ,Equity,-,-,-,-,
543156,Nippon India Mutual Fund,08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB19S0, ,Equity,-,-,-,-,
543168,Nippon India Mutual Fund,08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB10S9, ,Equity,-,-,-,-,
543169,Nippon India Mutual Fund,08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB10T7, ,Equity,-,-,-,-,
543170,Nippon India Mutual Fund,08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.00,INF204KB11S7, ,Equity,-,-,-,-,
543171,RO Jewels Limited,ROJL,RO Jewels Ltd,Active,T ,2.00,INE0BDU01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
543172,Cospower Engineering Limited,COSPOWER,Cospower Engineering Ltd,Active,M ,10.00,INE0CQB01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
543173,Nippon India Mutual Fund,11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10.00,INF204KB14U7, ,Equity,-,-,-,-,
543174,Nippon India Mutual Fund,11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,Active,B ,10.00,INF204KB10U5, ,Equity,-,-,-,-,
543175,Nippon India Mutual Fund,11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB15U4, ,Equity,-,-,-,-,
543176,Nippon India Mutual Fund,11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,Active,B ,10.00,INF204KB16U2, ,Equity,-,-,-,-,
543177,Nippon India Mutual Fund,11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB11U3, ,Equity,-,-,-,-,
543178,Nippon India Mutual Fund,11QPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,Active,B ,10.00,INF204KB12U1, ,Equity,-,-,-,-,
543179,Nippon India Mutual Fund,11ADD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB16T4, ,Equity,-,-,-,-,
543180,Nippon India Mutual Fund,11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10.00,INF204KB17T2, ,Equity,-,-,-,-,
543181,Nippon India Mutual Fund,11AGG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,Active,B ,10.00,INF204KB13T1, ,Equity,-,-,-,-,
543182,Nippon India Mutual Fund,11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB18T0, ,Equity,-,-,-,-,
543183,Nippon India Mutual Fund,11AMR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,Active,B ,10.00,INF204KB19T8, ,Equity,-,-,-,-,
543184,Nippon India Mutual Fund,11AQD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB14T9, ,Equity,-,-,-,-,
543185,Nippon India Mutual Fund,11AQR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,Active,B ,10.00,INF204KB15T6, ,Equity,-,-,-,-,
543186,Nippon India Mutual Fund,11DPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB13U9, ,Equity,-,-,-,-,
543187,HITACHI ENERGY INDIA LIMITED,POWERINDIA,Hitachi Energy India Ltd,Active,A ,2.00,INE07Y701011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
543193,DJ Mediaprint & Logistics Limited,DJML,DJ Mediaprint & Logistics Ltd,Active,B ,10.00,INE0B1K01014,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
543207,Natural Biocon (India) Limited,NATURAL,Natural Biocon (India) Ltd,Active,XT,10.00,INE06MM01016,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
543208,REGIS INDUSTRIES LIMITED,REGIS,Regis Industries Ltd,Active,XT,10.00,INE745R01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
543209,Billwin Industries Limited,BILLWIN,Billwin Industries Ltd,Active,M ,10.00,INE0CRS01012,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
543210,Aarti Surfactants Limited,AARTISURF,Aarti Surfactants Ltd,Active,B ,10.00,INE09EO01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543211,BONLON INDUSTRIES LIMITED,BONLON,Bonlon Industries Ltd,Active,B ,10.00,INE0B9A01018,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,
543212,Borosil Limited,BOROLTD,Borosil Ltd,Active,A ,1.00,INE02PY01013,Glass - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer,
543213,ROSSARI BIOTECH LIMITED,ROSSARI,Rossari Biotech Ltd,Active,A ,2.00,INE02A801020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543214,NDR Auto Components Limited,NDRAUTO,NDR Auto Components Ltd,Active,T ,10.00,INE07OG01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
543218,SURATWWALA BUSINESS GROUP LIMITED,SBGLP,Suratwwala Business Group Ltd,Active,B ,10.00,INE05ST01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543219,ICICI Prudential Mutual Fund,ICICIALPLV,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,Active,B ,10.00,INF109KC1N59, ,Equity,-,-,-,-,
543220,Max Healthcare Institute Limited,MAXHEALTH,Max Healthcare Institute Ltd,Active,A ,10.00,INE027H01010,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
543221,ICICI Prudential Mutual Fund,ICICITECH,ICICI Prudential Nifty IT ETF,Active,B ,1.00,INF109KC16I6, ,Equity,-,-,-,-,
543223, Max India Limited,MAXINDIA,Max India Ltd,Active,B ,10.00,INE0CG601016,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
543224,HDFC Mutual Fund,HDFCNIFBAN,HDFC Nifty Banking ETF,Active,B ,223.31,INF179KC1AN8, ,Equity,-,-,-,-,
543226,UTI Mutual Fund,UTIBANKETF,UTI NIFTY BANK ETF,Active,B ,1.00,INF789F1AUV1, ,Equity,-,-,-,-,
543227,Happiest Minds Technologies Limited,HAPPSTMNDS,Happiest Minds Technologies Ltd,Active,A ,2.00,INE419U01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
543228,Route Mobile Limited,ROUTE,Route Mobile Ltd,Active,A ,10.00,INE450U01017,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
543229,Samrat Forgings Limited,SAMRATFORG,Samrat Forgings Ltd,Active,XT,10.00,INE412J01010,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
543230,Advait Infratech Limited,ADVAIT,Advait Infratech Ltd,Active,B ,10.00,INE0ALI01010,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,
543231,Archidply Decor Limited,ADL,Archidply Decor Ltd,Active,T ,10.00,INE0CHO01012,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,
543232,Computer Age Management Services Limited,CAMS,Computer Age Management Services Ltd,Active,A ,10.00,INE596I01012,Depositories- Clearing Houses and Other Intermediaries,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",
543233,Chemcon Speciality Chemicals Limited,CHEMCON,Chemcon Speciality Chemicals Ltd,Active,B ,10.00,INE03YM01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543234,Secmark Consultancy Limited,SECMARK,SecMark Consultancy Ltd,Active,M ,10.00,INE0BTM01013,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
543235,ANGEL ONE LIMITED,ANGELONE,Angel One Ltd,Active,A ,10.00,INE732I01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
543236,Atam Valves Limited,ATAM,Atam Valves Ltd,Active,B ,10.00,INE09KD01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
543237,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A ,10.00,INE249Z01012,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,
543238,UTI Asset Management Company Limited,UTIAMC,UTI Asset Management Company Ltd,Active,A ,10.00,INE094J01016,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,
543239,G M Polyplast Limited,GMPL,G M Polyplast Ltd,Active,M ,10.00,INE0E2801015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
543240,Likhitha Infrastructure Limited,LIKHITHA,Likhitha Infrastructure Ltd,Active,B ,5.00,INE060901027,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
543241,Veer Global Infraconstruction Limited,VGIL,Veer Global Infraconstruction Ltd,Active,M ,10.00,INE244W01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543242,Hemisphere Properties India Limited,HEMIPROP,Hemisphere Properties India Ltd,Active,A ,10.00,INE0AJG01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543243,Equitas Small Finance Bank Limited,EQUITASBNK,Equitas Small Finance Bank Ltd,Active,A ,10.00,INE063P01018,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank,
543244,Shine Fashions (India) Limited,SHINEFASH,Shine Fashions (India) Ltd,Active,M ,5.00,INE0BLY01023,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
543245, Gland Pharma Limited,GLAND,Gland Pharma Ltd,Active,A ,1.00,INE068V01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
543246,Mirae Asset Mutual Fund,ESG,Mirae Asset Nifty 100 ESG Sector Leaders ETF,Active,B ,17.50,INF769K01GS9, ,Equity,-,-,-,-,
543248,Restaurant Brands Asia Limited,RBA,Restaurant Brands Asia Ltd,Active,A ,10.00,INE07T201019,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
543249,TARC LIMITED,TARC,Tarc Ltd,Active,B ,2.00,INE0EK901012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543251,Ravinder Heights Limited,RVHL,Ravinder Heights Ltd,Active,T ,1.00,INE09E501017,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543252,Fairchem Organics Limited,FAIRCHEMOR,Fairchem Organics Ltd,Active,A ,10.00,INE0DNW01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543253,Mrs. Bectors Food Specialities Limited,BECTORFOOD,Mrs. Bectors Food Specialities Ltd,Active,A ,10.00,INE495P01012,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
543254,Antony Waste Handling Cell Limited,AWHCL,Antony Waste Handling Cell Ltd,Active,B ,5.00,INE01BK01022,Waste Management,Equity,Utilities,Utilities,Other Utilities,Waste Management,
543255,Nippon India Mutual Fund,INFRABEES,Nippon India ETF Nifty Infrastructure BeES,Active,B ,10.00,INF732E01268, ,Equity,-,-,-,-,
543256,RITA FINANCE AND LEASING LIMITED,RFLL,Rita Finance and Leasing Ltd,Active,X ,10.00,INE018S01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
543257,Indian Railway Finance Corporation,IRFC,Indian Railway Finance Corporation Ltd,Active,A ,10.00,INE053F01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,
543258,Indigo Paints Limited,INDIGOPNTS,Indigo Paints Ltd,Active,A ,10.00,INE09VQ01012,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,
543259,Home First Finance Company India Limited,HOMEFIRST,Home First Finance Company India Ltd,Active,A ,2.00,INE481N01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
543260,STOVE KRAFT LIMITED,STOVEKRAFT,Stove Kraft Ltd,Active,A ,10.00,INE00IN01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
543262,MRP Agro Limited,MRP,MRP Agro Ltd,Active,M ,10.00,INE0D7801012,Distributors,Equity,Consumer Discretionary,Consumer Services,Retailing,Distributors,
543263,SMC Global Securities Limited,SMCGLOBAL,SMC Global Securities Ltd,Active,B ,2.00,INE103C01036,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
543264,Nureca Limited,NURECA,Nureca Ltd,Active,B ,10.00,INE0DSF01015,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,
543265,RailTel Corporation of India Limited,RAILTEL,RailTel Corporation of India Ltd,Active,A ,10.00,INE0DD101019,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
543266,Heranba Industries Limited,HERANBA,Heranba Industries Ltd,Active,B ,10.00,INE694N01015,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
543267,Davangere Sugar Company Limited,DAVANGERE,Davangere Sugar Company Ltd,Active,X ,10.00,INE179G01011,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
543268,DRC Systems India Limited,DRCSYSTEMS,DRC Systems India Ltd,Active,B ,1.00,INE03RS01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
543270,MTAR Technologies Limited,MTARTECH,MTAR Technologies Ltd,Active,A ,10.00,INE864I01014,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
543271,Jubilant Ingrevia Limited,JUBLINGREA,Jubilant Ingrevia Ltd,Active,A ,1.00,INE0BY001018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543272,Easy Trip Planners Limited,EASEMYTRIP,Easy Trip Planners Ltd,Active,A ,1.00,INE07O001026,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",
543273,Knowledge Marine & Engineering Works Limited,KMEW,Knowledge Marine & Engineering Works Ltd,Active,M ,10.00,INE0CJD01011,Dredging,Equity,Services,Services,Engineering Services,Dredging,
543274,SUUMAYA CORPORATION LIMITED,SUUMAYA,Suumaya Corporation Ltd,Active,M ,10.00,INE0EMB01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
543275,Anupam Rasayan India Limited,ANURAS,Anupam Rasayan India Ltd,Active,A ,10.00,INE930P01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543276,Craftsman Automation Limited,CRAFTSMAN,Craftsman Automation Ltd,Active,A ,5.00,INE00LO01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
543277,Laxmi Organic Industries Limited,LXCHEM,Laxmi Organic Industries Ltd,Active,A ,2.00,INE576O01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
543278,Kalyan Jewellers India Limited,KALYANKJIL,Kalyan Jewellers India Ltd,Active,A ,10.00,INE303R01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
543279,Suryoday Small Finance Bank Limited,SURYODAY,Suryoday Small Finance Bank Ltd,Active,B ,10.00,INE428Q01011,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank,
543280,Nazara Technologies Limited,NAZARA,Nazara Technologies Ltd,Active,A ,4.00,INE418L01021,Digital Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Digital Entertainment,
543281,Suvidhaa Infoserve Limited,SUVIDHAA,Suvidhaa Infoserve Ltd,Active,T ,1.00,INE018401013,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
543283,BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE,Barbeque-Nation Hospitality Ltd,Active,A ,5.00,INE382M01027,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
543284,EKI Energy Services Limited,EKI,EKI Energy Services Ltd,Active,A ,10.00,INE0CPR01018,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services,
543285,Rajeshwari Cans Limited,RCAN,Rajeshwari Cans Ltd,Active,M ,10.00,INE0CQ101015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
543286,Jetmall Spices and Masala Limited,JETMALL,Jetmall Spices and Masala Ltd,Active,M ,10.00,INE0D9X01018,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,
543287,Macrotech Developers Limited,LODHA,Macrotech Developers Ltd,Active,A ,10.00,INE670K01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
543288,Deep Industries Limited,DEEPIND,Deep Industries Ltd,Active,B ,5.00,INE0FHS01024,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling,
543291,Mirae Asset Mutual Fund,MAFANG,Mirae Asset NYSE FANG+ ETF,Active,B ,40.00,INF769K01HF4, ,Equity,-,-,-,-,
543292,ICICI Prudential Mutual Fund,ICICIPHARM,ICICI Prudential Nifty Healthcare ETF,Active,B ,10.00,INF109KC1Q72, ,Equity,-,-,-,-,
543297,Inox Wind Energy Limited,IWEL,Inox Wind Energy Ltd,Active,B ,10.00,INE0FLR01028,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
543298,Vineet Laboratories Limited,VINEETLAB,Vineet Laboratories Ltd,Active,B ,10.00,INE505Y01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
543299,Shyam Metalics and Energy Limited,SHYAMMETL,Shyam Metalics and Energy Ltd,Active,A ,10.00,INE810G01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
543300,Sona BLW Precision Forgings Limited,SONACOMS,Sona BLW Precision Forgings Ltd,Active,A ,10.00,INE073K01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
543305,Navoday Enterprises Limited,NAVODAYENT,Navoday Enterprises Ltd,Active,M ,10.00,INE0DB001013,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services,
543306,Dodla Dairy Limited,DODLA,Dodla Dairy Ltd,Active,B ,10.00,INE021O01019,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,
543308,Krishna Institute of Medical Sciences Limited,KIMS,Krishna Institute of Medical Sciences Ltd,Active,A ,10.00,INE967H01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
543309,Adeshwar Meditex Limited,ADESHWAR,Adeshwar Meditex Ltd,Active,M ,10.00,INE0H8J01015,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",
543310,Times Green Energy (India) Limited,TIMESGREEN,Times Green Energy (India) Ltd,Active,M ,10.00,INE0B6101012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,
